
Event,EventType,GameType,Date,Location,OilPattern,Team,Frame1Ball1Bowler,Frame1Ball2Bowler,Frame2Ball1Bowler,Frame2Ball2Bowler,Frame3Ball1Bowler,Frame3Ball2Bowler,Frame4Ball1Bowler,Frame4Ball2Bowler,Frame5Ball1Bowler,Frame5Ball2Bowler,Frame6Ball1Bowler,Frame6Ball2Bowler,Frame7Ball1Bowler,Frame7Ball2Bowler,Frame8Ball1Bowler,Frame8Ball2Bowler,Frame9Ball1Bowler,Frame9Ball2Bowler,Frame10Ball1Bowler,Frame10Ball2Bowler,Frame10Ball3Bowler,Frame1Score,Frame2Score,Frame3Score,Frame4Score,Frame5Score,Frame6Score,Frame7Score,Frame8Score,Frame9Score,Frame10Score,Frame1Ball1Split,Frame1Ball2Split,Frame2Ball1Split,Frame2Ball2Split,Frame3Ball1Split,Frame3Ball2Split,Frame4Ball1Split,Frame4Ball2Split,Frame5Ball1Split,Frame5Ball2Split,Frame6Ball1Split,Frame6Ball2Split,Frame7Ball1Split,Frame7Ball2Split,Frame8Ball1Split,Frame8Ball2Split,Frame9Ball1Split,Frame9Ball2Split,Frame10Ball1Split,Frame10Ball2Split,Frame10Ball3Split,Frame1Ball1,Frame1Ball2,Frame2Ball1,Frame2Ball2,Frame3Ball1,Frame3Ball2,Frame4Ball1,Frame4Ball2,Frame5Ball1,Frame5Ball2,Frame6Ball1,Frame6Ball2,Frame7Ball1,Frame7Ball2,Frame8Ball1,Frame8Ball2,Frame9Ball1,Frame9Ball2,Frame10Ball1,Frame10Ball2,Frame10Ball3,Frame1Ball1Pins,Frame1Ball2Pins,Frame2Ball1Pins,Frame2Ball2Pins,Frame3Ball1Pins,Frame3Ball2Pins,Frame4Ball1Pins,Frame4Ball2Pins,Frame5Ball1Pins,Frame5Ball2Pins,Frame6Ball1Pins,Frame6Ball2Pins,Frame7Ball1Pins,Frame7Ball2Pins,Frame8Ball1Pins,Frame8Ball2Pins,Frame9Ball1Pins,Frame9Ball2Pins,Frame10Ball1Pins,Frame10Ball2Pins,Frame10Ball3Pins,OpponentScore,Frame1PinAvg,Frame2PinAvg,Frame3PinAvg,Frame4PinAvg,Frame5PinAvg,Frame6PinAvg,Frame7PinAvg,Frame8PinAvg,Frame9PinAvg,Frame10PinAvg,Frame1ScoreAvg,Frame2ScoreAvg,Frame3ScoreAvg,Frame4ScoreAvg,Frame5ScoreAvg,Frame6AvgScore,Frame7AvgScore,Frame8AvgScore,Frame9AvgScore,Frame10AvgScore,FirstBallAvg,Marks,MarksRatio,Opens,Strikes,StrikeRatio,Spares,SpareRatio,SinglePinSpares,SinglePinSpareRatio,MultiPinSpares,MultiPinSpareRatio,Splits,SplitConversions,SplitConversionRatio,SparesWithoutSplits,SparesWithoutSplitsConversionRatio,PocketHits,PocketHitRatio,HighPocketHit,HightPocketRatio,FlushPocketHit,FlushPocketRatio,LowPocketHit,LowPocketRatio,MissedPockets,MissedPocketsRatio,Pinfall,Events,Series,Games,HighGame,LowGame,Rolls,Average,GamesBelow100,Games100-110,Games110-120,Games120-130,Games130-140,Games140-150,Games150-160,Games160-170,Games170-180,Games180-190,Games190-200,Games200-210,Games210-220,Games220-230,Games230-240,Games240-250,Games250-260,Games260-270,Games270-280,Games280-290,Games290-299,PerfectGames,400SeriesBelow,500Series,600Series,600Series,600Series,700Series,800Series,900Series,MatchGames,MatchWins,MatchLosses,MatchTies,Lanes,
All Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.80,8.29,8.96,8.58,9.11,8.84,8.47,8.82,8.49,8.87,16.89,33.33,51.09,70.02,89.89,106.84,123.76,141.33,158.40,176.87,,345,68.59%,136,204,40.56%,141,50.90%,144,65.75%,84,75.00,64,40.25,56,4,7.14%,0,0.00%,0,nan%,0,nan%,0,nan%,485,99.79%,7959,1,10,45,289,129,769,176.87,0,0,0,2,0,3,10,3,7,8,5,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,Team,January 15 2022 18:14:06,Stardust Bowl,V,2021-2022 QU Men,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,20,39,48,78,108,137,156,165,183,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,,8,1,10,,10,,10,,10,,9,0,7,3,8,2,10,5,,,,7-10,10,,,,,,,,,10,10,1-2-4,,6-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 18:14:06,Stardust Bowl,V,2021-2022 QU Men,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,9,25,33,42,68,87,96,113,122,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,9,1,6,2,6,3,10,,10,,6,3,9,1,7,2,7,3,10,4,4,10,,1-2-4-10,4-10,1-2-4-7,1,,,,,1-2-4-10,10,2,,4-8-10,10,1-3-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 18:14:06,Stardust Bowl,V,2021-2022 QU Men,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,9,28,37,57,77,95,112,121,130,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,,6,3,9,1,10,,9,1,8,2,7,2,9,0,9,1,10,1-5-7,7,,,1-2-4-10,10,9,,,,9,,1-3,,1-3-8,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 18:14:06,Stardust Bowl,V,2021-2022 QU Men,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,28,48,65,73,92,107,115,134,143,173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,,10,,8,2,7,1,9,1,9,1,5,3,10,,7,2,10,10,10,,,,,2-8,,3-6-10,6-10,4,,4,,4-6-7-9-10,4-7,,,2-4-5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 18:14:06,Stardust Bowl,V,2021-2022 QU Men,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,29,49,69,89,108,117,136,145,152,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,,10,,9,1,10,,9,1,9,0,10,,9,0,7,0,8,2,9,,,,,4,,,,5,,3,3,,,10,10,4-6-7,4-6-7,4-7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 19:37:08,Stardust Bowl,V,2021-2022 QU Men,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Austin Owen,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,Brenden Unseld,9,18,19,47,65,73,92,101,121,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,0,1,0,10,,10,,8,0,10,,9,0,10,,9,1,10,1-2-4,1,3,3,1-2-3-4-5-6-8-9-10,1-2-3-4-5-6-8-9-10,,,,,5-9,5-9,,,2,2,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 19:37:08,Stardust Bowl,V,2021-2022 QU Men,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,Caden Witt,19,28,58,88,118,144,164,181,201,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,5,4,10,,10,,10,,10,,10,,6,4,7,3,10,9,1,,,3-4-6-7-10,4,,,,,,,,,,,1-2-4-8,,6-9-10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 19:37:08,Stardust Bowl,V,2021-2022 QU Men,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,Parker Lymenstull,30,56,76,96,115,124,143,152,179,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,10,,10,,6,4,10,,6,3,10,,8,1,10,,10,7,3,,,,,,,1-2-4-7,,,,1-2-4-10,10,,,6-10,6,,,,1-3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 19:37:08,Stardust Bowl,V,2021-2022 QU Men,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,Anthony Araujo,9,28,37,64,83,92,101,120,129,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,1,10,,9,0,10,,10,,7,2,9,0,10,,8,1,10,10,10,3-6,3,,,10,10,,,,,4-6-7,6,10,10,,,2-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Team,January 15 2022 19:37:08,Stardust Bowl,V,2021-2022 QU Men,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,Tony Lundy,19,28,48,76,95,104,123,140,149,158,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,,7,2,9,1,10,,10,,8,1,6,4,9,1,7,2,9,0,,,,6-7-10,7,6,,,,,,2-7,2,1-2-4-8,,4,,3-6-9,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
