
Event,EventType,GameType,Date,Location,OilPattern,Team,Frame1Ball1Bowler,Frame1Ball2Bowler,Frame2Ball1Bowler,Frame2Ball2Bowler,Frame3Ball1Bowler,Frame3Ball2Bowler,Frame4Ball1Bowler,Frame4Ball2Bowler,Frame5Ball1Bowler,Frame5Ball2Bowler,Frame6Ball1Bowler,Frame6Ball2Bowler,Frame7Ball1Bowler,Frame7Ball2Bowler,Frame8Ball1Bowler,Frame8Ball2Bowler,Frame9Ball1Bowler,Frame9Ball2Bowler,Frame10Ball1Bowler,Frame10Ball2Bowler,Frame10Ball3Bowler,Frame1Score,Frame2Score,Frame3Score,Frame4Score,Frame5Score,Frame6Score,Frame7Score,Frame8Score,Frame9Score,Frame10Score,Frame1Ball1Split,Frame1Ball2Split,Frame2Ball1Split,Frame2Ball2Split,Frame3Ball1Split,Frame3Ball2Split,Frame4Ball1Split,Frame4Ball2Split,Frame5Ball1Split,Frame5Ball2Split,Frame6Ball1Split,Frame6Ball2Split,Frame7Ball1Split,Frame7Ball2Split,Frame8Ball1Split,Frame8Ball2Split,Frame9Ball1Split,Frame9Ball2Split,Frame10Ball1Split,Frame10Ball2Split,Frame10Ball3Split,Frame1Ball1,Frame1Ball2,Frame2Ball1,Frame2Ball2,Frame3Ball1,Frame3Ball2,Frame4Ball1,Frame4Ball2,Frame5Ball1,Frame5Ball2,Frame6Ball1,Frame6Ball2,Frame7Ball1,Frame7Ball2,Frame8Ball1,Frame8Ball2,Frame9Ball1,Frame9Ball2,Frame10Ball1,Frame10Ball2,Frame10Ball3,Frame1Ball1Pins,Frame1Ball2Pins,Frame2Ball1Pins,Frame2Ball2Pins,Frame3Ball1Pins,Frame3Ball2Pins,Frame4Ball1Pins,Frame4Ball2Pins,Frame5Ball1Pins,Frame5Ball2Pins,Frame6Ball1Pins,Frame6Ball2Pins,Frame7Ball1Pins,Frame7Ball2Pins,Frame8Ball1Pins,Frame8Ball2Pins,Frame9Ball1Pins,Frame9Ball2Pins,Frame10Ball1Pins,Frame10Ball2Pins,Frame10Ball3Pins,OpponentScore,Frame1PinAvg,Frame2PinAvg,Frame3PinAvg,Frame4PinAvg,Frame5PinAvg,Frame6PinAvg,Frame7PinAvg,Frame8PinAvg,Frame9PinAvg,Frame10PinAvg,Frame1ScoreAvg,Frame2ScoreAvg,Frame3ScoreAvg,Frame4ScoreAvg,Frame5ScoreAvg,Frame6AvgScore,Frame7AvgScore,Frame8AvgScore,Frame9AvgScore,Frame10AvgScore,FirstBallAvg,Marks,MarksRatio,Opens,Strikes,StrikeRatio,Spares,SpareRatio,SinglePinSpares,SinglePinSpareRatio,MultiPinSpares,MultiPinSpareRatio,Splits,SplitConversions,SplitConversionRatio,SparesWithoutSplits,SparesWithoutSplitsConversionRatio,PocketHits,PocketHitRatio,HighPocketHit,HightPocketRatio,FlushPocketHit,FlushPocketRatio,LowPocketHit,LowPocketRatio,MissedPockets,MissedPocketsRatio,Pinfall,Events,Series,Games,HighGame,LowGame,Rolls,Average,GamesBelow100,Games100-110,Games110-120,Games120-130,Games130-140,Games140-150,Games150-160,Games160-170,Games170-180,Games180-190,Games190-200,Games200-210,Games210-220,Games220-230,Games230-240,Games240-250,Games250-260,Games260-270,Games270-280,Games280-290,Games290-299,PerfectGames,400SeriesBelow,500Series,600Series,600Series,600Series,700Series,800Series,900Series,MatchGames,MatchWins,MatchLosses,MatchTies,Lanes,
All Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,8.71,8.60,8.75,8.77,8.69,8.63,8.32,8.42,8.83,16.98,33.65,51.03,68.00,85.15,102.08,118.75,136.37,154.03,171.80,,497,68.65%,190,222,30.66%,275,59.14%,280,68.63%,161,79.31,123,48.62,54,4,7.41%,0,0.00%,0,nan%,0,nan%,0,nan%,696,98.58%,11167,1,13,65,223,127,1173,171.80,0,0,0,2,2,8,9,12,9,10,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,Baker,January 21 2022 11:47:38,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,28,47,56,75,91,109,126,135,155,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,10,,8,1,9,1,9,1,6,4,8,2,7,2,8,2,10,10,9,,,,,4-7,4,4,,3,,1-2-4-8,,6-10,,1-2-8,8,6-10,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 12:00:10,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,28,48,68,88,108,128,148,178,207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8,1,10,,9,1,10,,8,2,10,,8,2,10,,10,10,9,,,6-7,7,,,10,,,,4-7,,,,4-7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 12:10:44,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,28,48,68,87,96,105,124,133,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,10,,9,1,10,,7,2,8,1,10,,8,1,9,0,,1-3-6,,2,2,,,10,,,,2-4-5,5,4-7,4,,,6-10,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 12:21:42,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,20,40,59,68,86,95,104,113,133,162,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,10,,5,5,9,0,9,1,8,1,8,1,8,1,9,1,10,10,9,6-10,,,,3-5-6-9-10,,7,7,7,,4-10,10,5-10,10,2-8,8,8,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 12:36:39,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,38,47,56,75,84,102,110,129,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,9,1,9,0,9,0,7,3,9,0,10,,7,1,9,1,9,1,9,6-10,,2,,8,8,10,10,3-5-6,,10,10,,,4-7-8,4-7,10,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 12:50:44,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,36,45,53,72,91,111,131,151,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,1,7,2,8,0,8,2,9,1,9,1,10,,9,1,10,9,,10,,10,,3-6-7,7,3-9,3-9,4-7,,5,,10,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 13:08:36,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,36,45,53,73,92,101,119,127,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,9,1,7,2,7,1,10,,9,1,9,0,6,4,8,0,7,2,,10,,7,,3-5-6,5,1-2-4,1-2,,,3,,2,2,1-3-6-9,,5-9,5-9,4-7-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 13:19:31,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,20,38,46,74,93,102,111,119,139,165,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,9,1,10,,8,0,10,,10,,8,1,7,2,8,0,7,3,10,10,6,4,,,,2-8,2-8,,,,,4-9,9,2-7-8,2,6-8,6-8,1-2-4,,,,1-3-7-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 13:31:03,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,19,28,37,46,64,72,92,122,152,182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,9,0,9,0,6,3,10,,7,1,9,1,10,,10,,10,10,10,6-10,,10,10,6,6,1-2-4-10,10,,,4-7-10,4-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 13:41:22,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,9,18,27,47,73,91,99,116,125,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,7,2,6,3,9,1,10,,10,,6,2,6,4,7,2,10,8,1,10,10,4-6-7,6,1-3-6-9,1,3,,,,,,1-2-4-6,1-6,3-5-6-9,,3-6-10,10,,2-7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 13:53:29,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,9,29,49,69,88,97,117,147,175,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,1,10,,8,2,10,,9,0,9,1,10,,10,,10,8,0,3-6-7-10,7,7,,,,3-9,,,,6,6,6,,,,,,,4-7,4-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baker,January 21 2022 14:17:02,Cadillac XBC,V,QU Women 2021-2022,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Alyssa Vasquez,Alyssa Vasquez,Teagan McAuliffe,Teagan McAuliffe,Jessica Ladd,Jessica Ladd,Cassie Prill,Cassie Prill,Carolina Alvarado,Carolina Alvarado,Carolina Alvarado,15,20,47,66,75,95,115,132,140,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,10,,10,,7,2,9,1,10,,9,1,7,1,8,2,10,6-10,,4-6-7-9-10,4-6-7-9-10,,,,,2-4-7,7,6,,,,3,,1-2-10,1-10,3-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
